InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
548968,10,4/5/2011,2.08,12744,Singapore
560360,48,7/18/2011,2.08,12744,Singapore
542102,18,1/25/2011,2.95,12744,Singapore
560360,18,7/18/2011,2.95,12744,Singapore
548968,72,4/5/2011,0.85,12744,Singapore
560360,32,7/18/2011,2.55,12744,Singapore
548968,8,4/5/2011,7.5,12744,Singapore
560360,12,7/18/2011,5.95,12744,Singapore
548968,12,4/5/2011,2.1,12744,Singapore
548968,72,4/5/2011,0.36,12744,Singapore
548968,48,4/5/2011,0.29,12744,Singapore
571239,4,10/14/2011,4.15,12744,Singapore
548968,12,4/5/2011,3.75,12744,Singapore
542102,24,1/25/2011,0.65,12744,Singapore
542102,25,1/25/2011,2.95,12744,Singapore
548968,10,4/5/2011,6.75,12744,Singapore
560360,12,7/18/2011,4.95,12744,Singapore
571239,8,10/14/2011,2.1,12744,Singapore
542102,48,1/25/2011,1.25,12744,Singapore
560360,16,7/18/2011,10.95,12744,Singapore
542102,24,1/25/2011,0.55,12744,Singapore
560360,48,7/18/2011,0.85,12744,Singapore
548968,6,4/5/2011,3.75,12744,Singapore
548968,24,4/5/2011,2.08,12744,Singapore
542102,24,1/25/2011,0.21,12744,Singapore
548813,1,4/4/2011,162.6,12744,Singapore
548968,20,4/5/2011,2.08,12744,Singapore
560360,24,7/18/2011,1.25,12744,Singapore
560360,8,7/18/2011,4.95,12744,Singapore
C548834,-1,4/4/2011,2053.07,12744,Singapore
560360,16,7/18/2011,5.95,12744,Singapore
571239,96,10/14/2011,0.19,12744,Singapore
560360,24,7/18/2011,0.42,12744,Singapore
542102,24,1/25/2011,0.55,12744,Singapore
542102,6,1/25/2011,5.95,12744,Singapore
542102,12,1/25/2011,1.25,12744,Singapore
542102,4,1/25/2011,3.75,12744,Singapore
542102,12,1/25/2011,8.5,12744,Singapore
C571750,-1,10/19/2011,2118.74,12744,Singapore
548968,20,4/5/2011,2.08,12744,Singapore
560360,48,7/18/2011,0.85,12744,Singapore
542102,18,1/25/2011,2.95,12744,Singapore
560360,24,7/18/2011,0.42,12744,Singapore
560360,12,7/18/2011,7.65,12744,Singapore
548968,24,4/5/2011,2.55,12744,Singapore
542102,12,1/25/2011,0.85,12744,Singapore
548968,32,4/5/2011,2.55,12744,Singapore
560360,12,7/18/2011,0.83,12744,Singapore
548968,24,4/5/2011,1.45,12744,Singapore
560360,24,7/18/2011,0.39,12744,Singapore
542102,10,1/25/2011,6.75,12744,Singapore
571239,72,10/14/2011,0.72,12744,Singapore
560360,12,7/18/2011,2.1,12744,Singapore
560360,48,7/18/2011,0.85,12744,Singapore
542102,72,1/25/2011,0.36,12744,Singapore
542102,6,1/25/2011,2.95,12744,Singapore
548968,24,4/5/2011,2.1,12744,Singapore
542102,6,1/25/2011,2.95,12744,Singapore
548968,72,4/5/2011,1.25,12744,Singapore
548968,72,4/5/2011,0.72,12744,Singapore
560360,12,7/18/2011,5.45,12744,Singapore
560360,18,7/18/2011,2.95,12744,Singapore
548968,8,4/5/2011,2.25,12744,Singapore
548968,72,4/5/2011,0.36,12744,Singapore
560360,48,7/18/2011,0.85,12744,Singapore
560360,48,7/18/2011,0.83,12744,Singapore
548968,6,4/5/2011,2.1,12744,Singapore
542102,24,1/25/2011,1.25,12744,Singapore
560360,50,7/18/2011,2.55,12744,Singapore
C548830,-1,4/4/2011,162.6,12744,Singapore
542102,100,1/25/2011,0.72,12744,Singapore
571239,12,10/14/2011,2.55,12744,Singapore
560360,18,7/18/2011,1.65,12744,Singapore
542102,12,1/25/2011,1.25,12744,Singapore
542102,18,1/25/2011,5.45,12744,Singapore
571239,6,10/14/2011,3.75,12744,Singapore
571751,1,10/19/2011,3949.32,12744,Singapore
542102,24,1/25/2011,0.21,12744,Singapore
542102,4,1/25/2011,3.75,12744,Singapore
560360,12,7/18/2011,0.83,12744,Singapore
571239,16,10/14/2011,0.42,12744,Singapore
571239,12,10/14/2011,1.25,12744,Singapore
560360,48,7/18/2011,0.85,12744,Singapore
542102,24,1/25/2011,0.21,12744,Singapore
560360,12,7/18/2011,7.65,12744,Singapore
542102,24,1/25/2011,0.55,12744,Singapore
560360,48,7/18/2011,1.25,12744,Singapore
C548830,-1,4/4/2011,2382.92,12744,Singapore
560360,12,7/18/2011,1.65,12744,Singapore
571239,10,10/14/2011,7.08,12744,Singapore
560360,6,7/18/2011,8.5,12744,Singapore
548968,12,4/5/2011,1.45,12744,Singapore
560360,2,7/18/2011,6.25,12744,Singapore
C548830,-1,4/4/2011,1252.95,12744,Singapore
542102,12,1/25/2011,1.65,12744,Singapore
560360,288,7/18/2011,0.55,12744,Singapore
542102,12,1/25/2011,5.95,12744,Singapore
560360,12,7/18/2011,5.95,12744,Singapore
542102,10,1/25/2011,6.75,12744,Singapore
560360,12,7/18/2011,1.69,12744,Singapore
560360,6,7/18/2011,3.75,12744,Singapore
548968,12,4/5/2011,2.1,12744,Singapore
542102,12,1/25/2011,1.45,12744,Singapore
560360,72,7/18/2011,1.49,12744,Singapore
542102,6,1/25/2011,3.25,12744,Singapore
548968,12,4/5/2011,1.45,12744,Singapore
560360,4,7/18/2011,4.15,12744,Singapore
542102,12,1/25/2011,3.25,12744,Singapore
560360,48,7/18/2011,1.25,12744,Singapore
571239,10,10/14/2011,7.08,12744,Singapore
542102,24,1/25/2011,0.21,12744,Singapore
548968,12,4/5/2011,4.15,12744,Singapore
542102,10,1/25/2011,1.95,12744,Singapore
560360,20,7/18/2011,0.29,12744,Singapore
571239,6,10/14/2011,2.55,12744,Singapore
560360,18,7/18/2011,2.89,12744,Singapore
571239,4,10/14/2011,4.15,12744,Singapore
542102,12,1/25/2011,2.1,12744,Singapore
548968,12,4/5/2011,1.69,12744,Singapore
542102,12,1/25/2011,1.25,12744,Singapore
542102,12,1/25/2011,3.75,12744,Singapore
548968,72,4/5/2011,0.72,12744,Singapore
548968,24,4/5/2011,0.42,12744,Singapore
548968,12,4/5/2011,2.55,12744,Singapore
571239,4,10/14/2011,4.15,12744,Singapore
571239,24,10/14/2011,2.1,12744,Singapore
548968,8,4/5/2011,2.25,12744,Singapore
542102,24,1/25/2011,1.45,12744,Singapore
542102,6,1/25/2011,3.75,12744,Singapore
548813,1,4/4/2011,1252.95,12744,Singapore
571239,4,10/14/2011,5.95,12744,Singapore
560360,6,7/18/2011,3.95,12744,Singapore
542102,12,1/25/2011,1.25,12744,Singapore
560360,12,7/18/2011,6.95,12744,Singapore
548968,12,4/5/2011,4.25,12744,Singapore
571239,100,10/14/2011,0.72,12744,Singapore
560360,16,7/18/2011,0.42,12744,Singapore
571239,1,10/14/2011,65,12744,Singapore
571239,6,10/14/2011,2.95,12744,Singapore
577039,24,11/17/2011,0.42,12539,Spain
573362,12,10/30/2011,0.85,12597,Spain
540550,24,1/10/2011,0.55,12539,Spain
563477,1,8/16/2011,1.25,17097,Spain
549682,25,4/11/2011,0.42,12596,Spain
540469,2,1/7/2011,1.45,12484,Spain
567340,12,9/19/2011,1.45,12540,Spain
577476,12,11/20/2011,1.95,12540,Spain
555726,1,6/6/2011,12.75,12540,Spain
557314,12,6/19/2011,1.45,12541,Spain
572065,2,10/20/2011,0.63,12556,Spain
564734,2,8/28/2011,4.95,12484,Spain
564734,6,8/28/2011,2.95,12484,Spain
564734,6,8/28/2011,1.25,12484,Spain
C574894,-1,11/7/2011,2.89,12597,Spain
540550,1,1/10/2011,10.95,12539,Spain
556241,10,6/9/2011,1.25,12597,Spain
559173,2,7/7/2011,7.95,12540,Spain
555095,4,5/31/2011,4.95,12540,Spain
541491,6,1/18/2011,1.95,12510,Spain
557007,6,6/16/2011,3.75,12484,Spain
581193,1,12/7/2011,1.65,17097,Spain
540469,6,1/7/2011,1.65,12484,Spain
581193,1,12/7/2011,2.95,17097,Spain
573362,18,10/30/2011,1.25,12597,Spain
555095,4,5/31/2011,8.95,12540,Spain
564734,25,8/28/2011,0.42,12484,Spain
547387,6,3/22/2011,14.95,12539,Spain
561093,12,7/25/2011,1.25,12540,Spain
581193,1,12/7/2011,2.89,17097,Spain
557007,12,6/16/2011,0.83,12484,Spain
559665,2,7/11/2011,1.65,12556,Spain
572886,12,10/26/2011,1.65,12448,Spain
538525,10,12/13/2010,12.75,12540,Spain
543055,12,2/3/2011,1.25,12502,Spain
541491,6,1/18/2011,2.95,12510,Spain
572065,5,10/20/2011,1.65,12556,Spain
577606,2,11/21/2011,9.95,12462,Spain
538095,2,12/9/2010,2.95,17097,Spain
567653,12,9/21/2011,1.65,12550,Spain
564734,6,8/28/2011,1.65,12484,Spain
581193,1,12/7/2011,0.85,17097,Spain
568179,3,9/25/2011,4.95,12545,Spain
577039,24,11/17/2011,1.25,12539,Spain
573362,12,10/30/2011,1.25,12597,Spain
575144,24,11/8/2011,1.25,12540,Spain
564734,1,8/28/2011,8.5,12484,Spain
542303,3,1/27/2011,4.95,12539,Spain
542303,12,1/27/2011,1.25,12539,Spain
573362,72,10/30/2011,0.29,12597,Spain
561093,12,7/25/2011,0.42,12540,Spain
542905,1,2/1/2011,28,12540,Spain
559173,6,7/7/2011,2.55,12540,Spain
567653,5,9/21/2011,28,12550,Spain
559665,2,7/11/2011,2.95,12556,Spain
556241,4,6/9/2011,4.25,12597,Spain
573362,12,10/30/2011,1.95,12597,Spain
540550,2,1/10/2011,9.95,12539,Spain
561093,18,7/25/2011,2.95,12540,Spain
557007,6,6/16/2011,1.45,12484,Spain
C571499,-48,10/17/2011,4.15,12454,Spain
542303,6,1/27/2011,2.95,12539,Spain
559135,8,7/6/2011,1.25,12455,Spain
567653,12,9/21/2011,1.45,12550,Spain
572065,1,10/20/2011,2.95,12556,Spain
540801,12,1/11/2011,1.25,12540,Spain
540550,2,1/10/2011,7.25,12539,Spain
538095,1,12/9/2010,9.95,17097,Spain
567340,8,9/19/2011,3.75,12540,Spain
577039,12,11/17/2011,1.45,12539,Spain
574838,5,11/7/2011,28,12484,Spain
581193,2,12/7/2011,0.42,17097,Spain
574550,2,11/4/2011,4.25,12484,Spain
563477,1,8/16/2011,1.25,17097,Spain
540550,1,1/10/2011,9.95,12539,Spain
564734,3,8/28/2011,2.89,12484,Spain
573362,10,10/30/2011,2.1,12597,Spain
567968,6,9/23/2011,2.95,12546,Spain
547972,150,3/28/2011,1.45,12557,Spain
564975,6,8/31/2011,1.25,17097,Spain
568179,2,9/25/2011,8.5,12545,Spain
575144,12,11/8/2011,0.42,12540,Spain
563477,1,8/16/2011,4.15,17097,Spain
557297,8,6/19/2011,1.45,12421,Spain
574550,1,11/4/2011,6.35,12484,Spain
557007,12,6/16/2011,1.65,12484,Spain
555726,12,6/6/2011,1.25,12540,Spain
561669,128,7/28/2011,0.72,12507,Spain
558871,32,7/4/2011,1.69,12557,Spain
557007,10,6/16/2011,0.85,12484,Spain
555470,10,6/3/2011,2.08,12455,Spain
550911,1,4/21/2011,16.95,12354,Spain
560607,3,7/20/2011,28,12510,Spain
542303,1,1/27/2011,10.95,12539,Spain
573362,4,10/30/2011,4.15,12597,Spain
551868,24,5/4/2011,0.55,12540,Spain
540801,48,1/11/2011,0.29,12540,Spain
557007,4,6/16/2011,1.65,12484,Spain
542303,1,1/27/2011,9.95,12539,Spain
575514,12,11/10/2011,0.85,12541,Spain
540801,24,1/11/2011,0.55,12540,Spain
561093,24,7/25/2011,0.55,12540,Spain
557314,16,6/19/2011,1.69,12541,Spain
559173,2,7/7/2011,6.75,12540,Spain
541491,12,1/18/2011,1.65,12510,Spain
562273,1,8/4/2011,12.75,12502,Spain
568554,1,9/27/2011,28,12455,Spain
555726,2,6/6/2011,6.35,12540,Spain
545585,24,3/4/2011,0.55,12541,Spain
550911,32,4/21/2011,0.85,12354,Spain
547790,12,3/25/2011,1.25,12545,Spain
575707,2,11/10/2011,7.95,12538,Spain
C581148,-4,12/7/2011,2.89,12462,Spain
547387,12,3/22/2011,2.95,12539,Spain
540469,3,1/7/2011,2.1,12484,Spain
580955,12,12/6/2011,0.85,12442,Spain
563477,2,8/16/2011,2.95,17097,Spain
540550,6,1/10/2011,2.1,12539,Spain
581193,2,12/7/2011,1.25,17097,Spain
569998,4,10/7/2011,3.75,12540,Spain
562273,10,8/4/2011,0.42,12502,Spain
540550,12,1/10/2011,1.65,12539,Spain
577039,10,11/17/2011,2.08,12539,Spain
564734,5,8/28/2011,0.65,12484,Spain
577476,12,11/20/2011,0.65,12540,Spain
540469,3,1/7/2011,1.25,12484,Spain
573362,24,10/30/2011,0.19,12597,Spain
562273,2,8/4/2011,12.75,12502,Spain
567340,12,9/19/2011,1.45,12540,Spain
540469,2,1/7/2011,1.45,12484,Spain
573362,24,10/30/2011,0.39,12597,Spain
558108,1,6/26/2011,28,12548,Spain
557303,12,6/19/2011,0.83,12450,Spain
546755,6,3/16/2011,2.55,12502,Spain
546755,2,3/16/2011,7.95,12502,Spain
567340,24,9/19/2011,0.55,12540,Spain
547703,8,3/24/2011,3.75,12540,Spain
565519,10,9/5/2011,1.65,12502,Spain
572442,10,10/24/2011,0.79,12546,Spain
550911,8,4/21/2011,1.25,12354,Spain
542303,12,1/27/2011,1.25,12539,Spain
550911,8,4/21/2011,1.25,12354,Spain
547790,12,3/25/2011,0.85,12545,Spain
564734,48,8/28/2011,0.29,12484,Spain
546755,2,3/16/2011,7.95,12502,Spain
577039,12,11/17/2011,1.45,12539,Spain
550911,2,4/21/2011,8.25,12354,Spain
540550,12,1/10/2011,1.45,12539,Spain
546755,12,3/16/2011,1.65,12502,Spain
578339,12,11/24/2011,1.25,12421,Spain
564734,16,8/28/2011,0.42,12484,Spain
555095,8,5/31/2011,9.95,12540,Spain
567968,12,9/23/2011,1.45,12546,Spain
540550,6,1/10/2011,2.95,12539,Spain
561093,12,7/25/2011,1.25,12540,Spain
564734,3,8/28/2011,0.83,12484,Spain
562273,6,8/4/2011,2.95,12502,Spain
546755,12,3/16/2011,1.25,12502,Spain
540550,3,1/10/2011,4.95,12539,Spain
571665,24,10/18/2011,0.29,12540,Spain
555726,1,6/6/2011,12.75,12540,Spain
565519,3,9/5/2011,4.95,12502,Spain
569998,6,10/7/2011,2.95,12540,Spain
551868,24,5/4/2011,1.65,12540,Spain
559665,1,7/11/2011,0.85,12556,Spain
581193,2,12/7/2011,1.25,17097,Spain
540550,6,1/10/2011,2.95,12539,Spain
540469,4,1/7/2011,1.45,12484,Spain
572442,4,10/24/2011,3.75,12546,Spain
572065,3,10/20/2011,0.85,12556,Spain
542905,25,2/1/2011,0.42,12540,Spain
581193,2,12/7/2011,1.95,17097,Spain
577039,6,11/17/2011,2.89,12539,Spain
557007,2,6/16/2011,8.25,12484,Spain
565519,3,9/5/2011,5.95,12502,Spain
568001,24,9/23/2011,0.85,12540,Spain
546760,3,3/16/2011,28,12597,Spain
546755,1,3/16/2011,10.75,12502,Spain
546755,8,3/16/2011,2.1,12502,Spain
571665,24,10/18/2011,0.79,12540,Spain
543822,48,2/14/2011,0.42,12507,Spain
551868,12,5/4/2011,1.45,12540,Spain
556241,12,6/9/2011,1.65,12597,Spain
559173,4,7/7/2011,4.95,12540,Spain
561890,24,7/31/2011,1.25,12697,Sweden
540040,24,1/4/2011,0.42,12483,Sweden
540040,5,1/4/2011,40,12483,Sweden
561890,12,7/31/2011,1.65,12697,Sweden
550277,12,4/15/2011,2.1,12639,Sweden
559145,6,7/6/2011,2.08,17404,Sweden
574690,24,11/6/2011,0.65,12638,Sweden
559145,96,7/6/2011,1.65,17404,Sweden
578089,36,11/22/2011,2.1,12483,Sweden
546530,8,3/14/2011,2.25,17404,Sweden
578089,48,11/22/2011,1.79,12483,Sweden
574690,24,11/6/2011,0.42,12638,Sweden
546530,8,3/14/2011,2.25,17404,Sweden
576083,96,11/14/2011,2.89,17404,Sweden
564539,5,8/25/2011,2.1,12715,Sweden
573333,4,10/30/2011,3.75,12483,Sweden
542911,21,2/1/2011,5.45,12676,Sweden
546530,192,3/14/2011,0.42,17404,Sweden
552957,12,5/12/2011,1.65,17404,Sweden
C538847,-240,12/14/2010,4.95,17404,Sweden
574690,5,11/6/2011,4.95,12638,Sweden
546530,240,3/14/2011,0.55,17404,Sweden
564539,5,8/25/2011,2.1,12715,Sweden
571318,192,10/17/2011,1.45,17404,Sweden
C575081,-5,11/8/2011,3.75,12483,Sweden
574690,6,11/6/2011,2.55,12638,Sweden
556194,15,6/9/2011,2.1,12483,Sweden
556194,24,6/9/2011,0.85,12483,Sweden
539338,288,12/17/2010,0.85,17404,Sweden
539338,288,12/17/2010,1.45,17404,Sweden
575736,72,11/11/2011,0.39,12697,Sweden
576519,16,11/15/2011,1.65,12676,Sweden
542911,24,2/1/2011,1.25,12676,Sweden
561902,2,7/31/2011,6.95,17404,Sweden
564539,10,8/25/2011,2.08,12715,Sweden
566494,128,9/13/2011,0.83,17404,Sweden
542428,144,1/28/2011,0.42,17404,Sweden
546530,576,3/14/2011,0.65,17404,Sweden
C575081,-1,11/8/2011,2.1,12483,Sweden
546530,96,3/14/2011,1.65,17404,Sweden
566494,144,9/13/2011,1.45,17404,Sweden
576519,12,11/15/2011,1.65,12676,Sweden
559145,144,7/6/2011,1.45,17404,Sweden
556194,9,6/9/2011,4.95,12483,Sweden
557939,6,6/23/2011,4.15,12697,Sweden
542911,24,2/1/2011,1.25,12676,Sweden
552957,144,5/12/2011,1.45,17404,Sweden
546530,96,3/14/2011,1.65,17404,Sweden
550277,4,4/15/2011,3.75,12639,Sweden
551278,20,4/27/2011,1.65,12483,Sweden
578089,12,11/22/2011,1.65,12483,Sweden
C546162,-144,3/10/2011,1.25,17404,Sweden
576519,8,11/15/2011,1.65,12676,Sweden
557939,6,6/23/2011,2.55,12697,Sweden
550277,3,4/15/2011,40,12639,Sweden
561890,24,7/31/2011,0.83,12697,Sweden
573333,16,10/30/2011,3.75,12483,Sweden
540040,48,1/4/2011,1.65,12483,Sweden
564539,12,8/25/2011,1.45,12715,Sweden
574690,5,11/6/2011,2.1,12638,Sweden
574690,24,11/6/2011,0.55,12638,Sweden
551278,8,4/27/2011,4.15,12483,Sweden
539338,192,12/17/2010,0.42,17404,Sweden
574690,24,11/6/2011,0.29,12638,Sweden
539338,12,12/17/2010,1.25,17404,Sweden
571318,72,10/17/2011,0.83,17404,Sweden
571318,72,10/17/2011,0.85,17404,Sweden
539338,144,12/17/2010,1.25,17404,Sweden
565287,5,9/2/2011,2.1,12483,Sweden
565287,12,9/2/2011,2.1,12483,Sweden
542428,72,1/28/2011,1.25,17404,Sweden
557939,6,6/23/2011,2.55,12697,Sweden
564539,10,8/25/2011,1.65,12715,Sweden
565287,24,9/2/2011,0.85,12483,Sweden
550277,1,4/15/2011,14.95,12639,Sweden
552957,120,5/12/2011,2.08,17404,Sweden
574690,8,11/6/2011,3.75,12638,Sweden
539338,24,12/17/2010,4.95,17404,Sweden
573333,4,10/30/2011,4.15,12483,Sweden
562285,720,8/4/2011,0.72,17404,Sweden
556194,2,6/9/2011,18,12483,Sweden
542428,72,1/28/2011,4.95,17404,Sweden
565287,20,9/2/2011,0.85,12483,Sweden
546530,8,3/14/2011,2.25,17404,Sweden
575736,12,11/11/2011,1.65,12697,Sweden
574690,18,11/6/2011,0.79,12638,Sweden
551278,6,4/27/2011,2.55,12483,Sweden
565287,12,9/2/2011,2.95,12483,Sweden
539338,3,12/17/2010,4.95,17404,Sweden
571318,144,10/17/2011,1.25,17404,Sweden
542428,144,1/28/2011,1.25,17404,Sweden
555403,24,6/2/2011,1.25,12676,Sweden
571318,480,10/17/2011,0.42,17404,Sweden
574690,8,11/6/2011,1.95,12638,Sweden
563443,4,8/16/2011,4.25,12641,Sweden
542428,72,1/28/2011,1.25,17404,Sweden
557939,12,6/23/2011,1.25,12697,Sweden
556194,6,6/9/2011,2.95,12483,Sweden
539338,6,12/17/2010,2.95,17404,Sweden
539338,192,12/17/2010,0.65,17404,Sweden
542911,25,2/1/2011,0.42,12676,Sweden
574690,4,11/6/2011,40,12638,Sweden
546530,480,3/14/2011,0.55,17404,Sweden
540040,12,1/4/2011,2.95,12483,Sweden
546530,240,3/14/2011,0.55,17404,Sweden
566494,240,9/13/2011,0.55,17404,Sweden
576083,25,11/14/2011,0.42,17404,Sweden
557939,12,6/23/2011,1.95,12697,Sweden
550277,6,4/15/2011,2.55,12639,Sweden
546530,12,3/14/2011,0.75,17404,Sweden
561902,128,7/31/2011,1.25,17404,Sweden
576083,128,11/14/2011,0.83,17404,Sweden
561902,240,7/31/2011,1.65,17404,Sweden
C577363,-3,11/18/2011,2.89,12697,Sweden
561902,48,7/31/2011,2.08,17404,Sweden
561890,2,7/31/2011,40,12697,Sweden
547645,24,3/24/2011,1.45,12676,Sweden
565287,12,9/2/2011,0.85,12483,Sweden
539338,240,12/17/2010,0.55,17404,Sweden
550277,4,4/15/2011,4.15,12639,Sweden
542428,144,1/28/2011,1.25,17404,Sweden
565287,6,9/2/2011,2.95,12483,Sweden
561890,24,7/31/2011,0.83,12697,Sweden
574690,24,11/6/2011,0.42,12638,Sweden
564539,2,8/25/2011,40,12715,Sweden
539338,12,12/17/2010,1.25,17404,Sweden
575736,6,11/11/2011,2.55,12697,Sweden
542911,18,2/1/2011,2.95,12676,Sweden
569018,20,9/30/2011,0.42,12676,Sweden
539338,240,12/17/2010,0.55,17404,Sweden
552957,24,5/12/2011,4.25,17404,Sweden
542428,36,1/28/2011,1.25,17404,Sweden
550277,12,4/15/2011,1.25,12639,Sweden
571191,1,10/14/2011,15,17404,Sweden
561890,32,7/31/2011,1.65,12697,Sweden
540040,24,1/4/2011,0.42,12483,Sweden
552957,120,5/12/2011,2.08,17404,Sweden
561902,144,7/31/2011,1.45,17404,Sweden
539338,120,12/17/2010,0.42,17404,Sweden
539338,240,12/17/2010,0.55,17404,Sweden
575736,3,11/11/2011,4.95,12697,Sweden
547645,24,3/24/2011,0.55,12676,Sweden
561902,48,7/31/2011,2.08,17404,Sweden
575736,1,11/11/2011,40,12697,Sweden
550277,10,4/15/2011,1.65,12639,Sweden
550277,6,4/15/2011,4.25,12639,Sweden
571318,96,10/17/2011,1.45,17404,Sweden
575736,3,11/11/2011,4.95,12697,Sweden
561902,96,7/31/2011,4.95,17404,Sweden
571318,96,10/17/2011,1.65,17404,Sweden
571318,240,10/17/2011,0.42,17404,Sweden
574690,24,11/6/2011,0.39,12638,Sweden
573333,24,10/30/2011,1.79,12483,Sweden
557939,2,6/23/2011,40,12697,Sweden
576083,256,11/14/2011,0.83,17404,Sweden
551278,8,4/27/2011,4.15,12483,Sweden
573333,24,10/30/2011,0.29,12483,Sweden
561902,48,7/31/2011,3.25,17404,Sweden
574690,24,11/6/2011,0.39,12638,Sweden
566494,192,9/13/2011,1.45,17404,Sweden
547645,1,3/24/2011,40,12676,Sweden
559145,6,7/6/2011,2.89,17404,Sweden
C551864,-2,5/4/2011,4.25,12483,Sweden
566494,192,9/13/2011,1.45,17404,Sweden
552957,96,5/12/2011,1.45,17404,Sweden
574690,24,11/6/2011,0.29,12638,Sweden
557939,6,6/23/2011,3.25,12697,Sweden
546530,240,3/14/2011,0.55,17404,Sweden
574690,12,11/6/2011,2.08,12638,Sweden
555403,4,6/2/2011,4.95,12676,Sweden
564539,5,8/25/2011,2.1,12715,Sweden
576083,25,11/14/2011,0.42,17404,Sweden
546161,144,3/10/2011,0.85,17404,Sweden
575736,6,11/11/2011,2.95,12697,Sweden
566494,48,9/13/2011,2.08,17404,Sweden
559145,96,7/6/2011,1.65,17404,Sweden
550277,10,4/15/2011,1.65,12639,Sweden
576083,288,11/14/2011,0.29,17404,Sweden
574690,4,11/6/2011,4.25,12638,Sweden
573333,12,10/30/2011,2.1,12483,Sweden
571318,24,10/17/2011,4.95,17404,Sweden
578089,8,11/22/2011,3.75,12483,Sweden
571318,96,10/17/2011,4.95,17404,Sweden
564539,10,8/25/2011,0.85,12715,Sweden
569653,10,10/5/2011,1.45,12451,Switzerland
548212,12,3/30/2011,0.39,12456,Switzerland
568650,12,9/28/2011,1.65,13505,Switzerland
561898,12,7/31/2011,0.39,12456,Switzerland
568650,12,9/28/2011,0.85,13505,Switzerland
567721,100,9/22/2011,0.42,12409,Switzerland
562046,3,8/2/2011,5.95,12378,Switzerland
541518,24,1/19/2011,1.65,12451,Switzerland
562046,12,8/2/2011,1.45,12378,Switzerland
541518,24,1/19/2011,1.25,12451,Switzerland
562046,24,8/2/2011,0.85,12378,Switzerland
569653,40,10/5/2011,1.25,12451,Switzerland
555147,6,5/31/2011,2.89,13505,Switzerland
550188,12,4/14/2011,1.65,12457,Switzerland
544931,2,2/24/2011,7.95,13501,Switzerland
558639,20,7/1/2011,1.65,13492,Switzerland
541518,2,1/19/2011,8.5,12451,Switzerland
569653,3,10/5/2011,16.95,12451,Switzerland
570521,8,10/11/2011,4.25,12371,Switzerland
556415,50,6/10/2011,4.15,12409,Switzerland
568650,25,9/28/2011,0.42,13505,Switzerland
567721,12,9/22/2011,4.25,12409,Switzerland
562046,3,8/2/2011,5.45,12378,Switzerland
541518,16,1/19/2011,3.75,12451,Switzerland
562046,3,8/2/2011,4.95,12378,Switzerland
562046,12,8/2/2011,1.25,12378,Switzerland
539488,12,12/20/2010,0.42,12377,Switzerland
556415,12,6/10/2011,7.65,12409,Switzerland
568650,12,9/28/2011,1.25,13505,Switzerland
555147,2,5/31/2011,7.95,13505,Switzerland
566756,8,9/14/2011,4.95,12457,Switzerland
550899,3,4/21/2011,4.95,13505,Switzerland
572567,6,10/25/2011,3.25,12398,Switzerland
569653,24,10/5/2011,1.25,12451,Switzerland
566756,12,9/14/2011,0.42,12457,Switzerland
544931,12,2/24/2011,1.49,13501,Switzerland
541518,96,1/19/2011,2.55,12451,Switzerland
577157,12,11/18/2011,0.83,12451,Switzerland
544931,4,2/24/2011,3.75,13501,Switzerland
555147,12,5/31/2011,1.65,13505,Switzerland
567721,144,9/22/2011,0.85,12409,Switzerland
568950,20,9/29/2011,1.65,12458,Switzerland
552013,48,5/5/2011,0.39,12451,Switzerland
578099,12,11/23/2011,0.42,12452,Switzerland
541518,36,1/19/2011,1.25,12451,Switzerland
562046,48,8/2/2011,0.85,12378,Switzerland
544931,8,2/24/2011,1.45,13501,Switzerland
562046,24,8/2/2011,2.89,12378,Switzerland
543180,12,2/4/2011,1.25,12410,Switzerland
562046,12,8/2/2011,0.83,12378,Switzerland
574740,16,11/6/2011,4.25,12357,Switzerland
562046,4,8/2/2011,3.95,12378,Switzerland
572896,24,10/26/2011,0.83,12456,Switzerland
548212,6,3/30/2011,2.55,12456,Switzerland
562882,6,8/10/2011,2.95,12384,Switzerland
556415,96,6/10/2011,1.45,12409,Switzerland
568950,12,9/29/2011,2.95,12458,Switzerland
562046,9,8/2/2011,4.95,12378,Switzerland
579259,6,11/29/2011,2.08,12451,Switzerland
574740,24,11/6/2011,0.42,12357,Switzerland
561116,96,7/25/2011,1.45,13520,Switzerland
574740,24,11/6/2011,0.79,12357,Switzerland
541518,6,1/19/2011,5.95,12451,Switzerland
562046,4,8/2/2011,4.95,12378,Switzerland
561116,8,7/25/2011,1.25,13520,Switzerland
550188,12,4/14/2011,1.95,12457,Switzerland
572567,6,10/25/2011,2.95,12398,Switzerland
562046,12,8/2/2011,0.65,12378,Switzerland
559372,12,7/8/2011,1.65,12461,Switzerland
547815,12,3/25/2011,0.42,13520,Switzerland
569653,4,10/5/2011,3.75,12451,Switzerland
548212,6,3/30/2011,2.95,12456,Switzerland
574740,24,11/6/2011,3.75,12357,Switzerland
541518,12,1/19/2011,1.95,12451,Switzerland
568650,25,9/28/2011,0.42,13505,Switzerland
574740,24,11/6/2011,3.75,12357,Switzerland
570714,12,10/12/2011,2.95,13520,Switzerland
572896,6,10/26/2011,2.95,12456,Switzerland
569653,96,10/5/2011,0.19,12451,Switzerland
