,InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
3973,542102,48,1/25/2011,1.25,12744,Singapore
3974,560360,36,7/18/2011,4.15,12744,Singapore
3975,542102,6,1/25/2011,3.75,12744,Singapore
3976,571239,12,10/14/2011,1.25,12744,Singapore
3977,542102,36,1/25/2011,0.85,12744,Singapore
3978,571239,94,10/14/2011,0.19,12744,Singapore
3979,560360,48,7/18/2011,0.85,12744,Singapore
3980,560360,10,7/18/2011,6.75,12744,Singapore
3981,571239,4,10/14/2011,4.15,12744,Singapore
3982,542102,16,1/25/2011,1.95,12744,Singapore
3983,548968,4,4/5/2011,5.95,12744,Singapore
3984,560360,6,7/18/2011,3.75,12744,Singapore
3985,571239,12,10/14/2011,1.25,12744,Singapore
3986,560360,12,7/18/2011,6.35,12744,Singapore
3987,560360,48,7/18/2011,1.25,12744,Singapore
3988,542102,24,1/25/2011,0.55,12744,Singapore
3989,571239,12,10/14/2011,3.75,12744,Singapore
3990,560360,18,7/18/2011,1.65,12744,Singapore
3991,548968,6,4/5/2011,8.5,12744,Singapore
3992,560360,48,7/18/2011,1.25,12744,Singapore
3993,571239,10,10/14/2011,7.08,12744,Singapore
3994,560360,12,7/18/2011,4.15,12744,Singapore
3995,560360,10,7/18/2011,6.75,12744,Singapore
3996,542102,72,1/25/2011,0.72,12744,Singapore
3997,560360,48,7/18/2011,0.85,12744,Singapore
3998,548968,10,4/5/2011,6.75,12744,Singapore
3999,548968,12,4/5/2011,1.25,12744,Singapore
4000,548968,32,4/5/2011,0.85,12744,Singapore
4001,571239,2,10/14/2011,8.25,12744,Singapore
4002,548820,1,4/4/2011,2053.07,12744,Singapore
4003,560360,18,7/18/2011,2.1,12744,Singapore
4004,542102,24,1/25/2011,1.65,12744,Singapore
4005,542102,24,1/25/2011,0.85,12744,Singapore
4006,560360,48,7/18/2011,1.25,12744,Singapore
4007,560360,48,7/18/2011,0.85,12744,Singapore
4008,560360,72,7/18/2011,0.72,12744,Singapore
4009,548968,24,4/5/2011,0.83,12744,Singapore
4010,560360,8,7/18/2011,4.15,12744,Singapore
4011,548968,24,4/5/2011,1.65,12744,Singapore
4012,560360,32,7/18/2011,2.55,12744,Singapore
4013,560360,8,7/18/2011,4.15,12744,Singapore
4014,548968,48,4/5/2011,2.1,12744,Singapore
4015,548968,10,4/5/2011,2.08,12744,Singapore
4016,548968,10,4/5/2011,2.08,12744,Singapore
4017,560360,48,7/18/2011,2.08,12744,Singapore
4018,542102,18,1/25/2011,2.95,12744,Singapore
4019,560360,18,7/18/2011,2.95,12744,Singapore
4020,548968,72,4/5/2011,0.85,12744,Singapore
4021,560360,32,7/18/2011,2.55,12744,Singapore
4022,548968,8,4/5/2011,7.5,12744,Singapore
4023,560360,12,7/18/2011,5.95,12744,Singapore
4024,548968,12,4/5/2011,2.1,12744,Singapore
4025,548968,72,4/5/2011,0.36,12744,Singapore
4026,548968,48,4/5/2011,0.29,12744,Singapore
4027,571239,4,10/14/2011,4.15,12744,Singapore
4028,548968,12,4/5/2011,3.75,12744,Singapore
4029,542102,24,1/25/2011,0.65,12744,Singapore
4030,542102,25,1/25/2011,2.95,12744,Singapore
4031,548968,10,4/5/2011,6.75,12744,Singapore
4032,560360,12,7/18/2011,4.95,12744,Singapore
4033,571239,8,10/14/2011,2.1,12744,Singapore
4034,542102,48,1/25/2011,1.25,12744,Singapore
4035,560360,16,7/18/2011,10.95,12744,Singapore
4036,542102,24,1/25/2011,0.55,12744,Singapore
4037,560360,48,7/18/2011,0.85,12744,Singapore
4038,548968,6,4/5/2011,3.75,12744,Singapore
4039,548968,24,4/5/2011,2.08,12744,Singapore
4040,542102,24,1/25/2011,0.21,12744,Singapore
4041,548813,1,4/4/2011,162.6,12744,Singapore
4042,548968,20,4/5/2011,2.08,12744,Singapore
4043,560360,24,7/18/2011,1.25,12744,Singapore
4044,560360,8,7/18/2011,4.95,12744,Singapore
4045,C548834,-1,4/4/2011,2053.07,12744,Singapore
4046,560360,16,7/18/2011,5.95,12744,Singapore
4047,571239,96,10/14/2011,0.19,12744,Singapore
4048,560360,24,7/18/2011,0.42,12744,Singapore
4049,542102,24,1/25/2011,0.55,12744,Singapore
4050,542102,6,1/25/2011,5.95,12744,Singapore
4051,542102,12,1/25/2011,1.25,12744,Singapore
4052,542102,4,1/25/2011,3.75,12744,Singapore
4053,542102,12,1/25/2011,8.5,12744,Singapore
4054,C571750,-1,10/19/2011,2118.74,12744,Singapore
4055,548968,20,4/5/2011,2.08,12744,Singapore
4056,560360,48,7/18/2011,0.85,12744,Singapore
4057,542102,18,1/25/2011,2.95,12744,Singapore
4058,560360,24,7/18/2011,0.42,12744,Singapore
4059,560360,12,7/18/2011,7.65,12744,Singapore
4060,548968,24,4/5/2011,2.55,12744,Singapore
4061,542102,12,1/25/2011,0.85,12744,Singapore
4062,548968,32,4/5/2011,2.55,12744,Singapore
4063,560360,12,7/18/2011,0.83,12744,Singapore
4064,548968,24,4/5/2011,1.45,12744,Singapore
4065,560360,24,7/18/2011,0.39,12744,Singapore
4066,542102,10,1/25/2011,6.75,12744,Singapore
4067,571239,72,10/14/2011,0.72,12744,Singapore
4068,560360,12,7/18/2011,2.1,12744,Singapore
4069,560360,48,7/18/2011,0.85,12744,Singapore
4070,542102,72,1/25/2011,0.36,12744,Singapore
4071,542102,6,1/25/2011,2.95,12744,Singapore
4072,548968,24,4/5/2011,2.1,12744,Singapore
4073,542102,6,1/25/2011,2.95,12744,Singapore
4074,548968,72,4/5/2011,1.25,12744,Singapore
4075,548968,72,4/5/2011,0.72,12744,Singapore
4076,560360,12,7/18/2011,5.45,12744,Singapore
4077,560360,18,7/18/2011,2.95,12744,Singapore
4078,548968,8,4/5/2011,2.25,12744,Singapore
4079,548968,72,4/5/2011,0.36,12744,Singapore
4080,560360,48,7/18/2011,0.85,12744,Singapore
4081,560360,48,7/18/2011,0.83,12744,Singapore
4082,548968,6,4/5/2011,2.1,12744,Singapore
4083,542102,24,1/25/2011,1.25,12744,Singapore
4084,560360,50,7/18/2011,2.55,12744,Singapore
4085,C548830,-1,4/4/2011,162.6,12744,Singapore
4086,542102,100,1/25/2011,0.72,12744,Singapore
4087,571239,12,10/14/2011,2.55,12744,Singapore
4088,560360,18,7/18/2011,1.65,12744,Singapore
4089,542102,12,1/25/2011,1.25,12744,Singapore
4090,542102,18,1/25/2011,5.45,12744,Singapore
4091,571239,6,10/14/2011,3.75,12744,Singapore
4092,571751,1,10/19/2011,3949.32,12744,Singapore
4093,542102,24,1/25/2011,0.21,12744,Singapore
4094,542102,4,1/25/2011,3.75,12744,Singapore
4095,560360,12,7/18/2011,0.83,12744,Singapore
4096,571239,16,10/14/2011,0.42,12744,Singapore
4097,571239,12,10/14/2011,1.25,12744,Singapore
4098,560360,48,7/18/2011,0.85,12744,Singapore
4099,542102,24,1/25/2011,0.21,12744,Singapore
4100,560360,12,7/18/2011,7.65,12744,Singapore
4101,542102,24,1/25/2011,0.55,12744,Singapore
4102,560360,48,7/18/2011,1.25,12744,Singapore
4103,C548830,-1,4/4/2011,2382.92,12744,Singapore
4104,560360,12,7/18/2011,1.65,12744,Singapore
4105,571239,10,10/14/2011,7.08,12744,Singapore
4106,560360,6,7/18/2011,8.5,12744,Singapore
4107,548968,12,4/5/2011,1.45,12744,Singapore
4108,560360,2,7/18/2011,6.25,12744,Singapore
4109,C548830,-1,4/4/2011,1252.95,12744,Singapore
4110,542102,12,1/25/2011,1.65,12744,Singapore
4111,560360,288,7/18/2011,0.55,12744,Singapore
4112,542102,12,1/25/2011,5.95,12744,Singapore
4113,560360,12,7/18/2011,5.95,12744,Singapore
4114,542102,10,1/25/2011,6.75,12744,Singapore
4115,560360,12,7/18/2011,1.69,12744,Singapore
4116,560360,6,7/18/2011,3.75,12744,Singapore
4117,548968,12,4/5/2011,2.1,12744,Singapore
4118,542102,12,1/25/2011,1.45,12744,Singapore
4119,560360,72,7/18/2011,1.49,12744,Singapore
4120,542102,6,1/25/2011,3.25,12744,Singapore
4121,548968,12,4/5/2011,1.45,12744,Singapore
4122,560360,4,7/18/2011,4.15,12744,Singapore
4123,542102,12,1/25/2011,3.25,12744,Singapore
4124,560360,48,7/18/2011,1.25,12744,Singapore
4125,571239,10,10/14/2011,7.08,12744,Singapore
4126,542102,24,1/25/2011,0.21,12744,Singapore
4127,548968,12,4/5/2011,4.15,12744,Singapore
4128,542102,10,1/25/2011,1.95,12744,Singapore
4129,560360,20,7/18/2011,0.29,12744,Singapore
4130,571239,6,10/14/2011,2.55,12744,Singapore
4131,560360,18,7/18/2011,2.89,12744,Singapore
4132,571239,4,10/14/2011,4.15,12744,Singapore
4133,542102,12,1/25/2011,2.1,12744,Singapore
4134,548968,12,4/5/2011,1.69,12744,Singapore
4135,542102,12,1/25/2011,1.25,12744,Singapore
4136,542102,12,1/25/2011,3.75,12744,Singapore
4137,548968,72,4/5/2011,0.72,12744,Singapore
4138,548968,24,4/5/2011,0.42,12744,Singapore
4139,548968,12,4/5/2011,2.55,12744,Singapore
4140,571239,4,10/14/2011,4.15,12744,Singapore
4141,571239,24,10/14/2011,2.1,12744,Singapore
4142,548968,8,4/5/2011,2.25,12744,Singapore
4143,542102,24,1/25/2011,1.45,12744,Singapore
4144,542102,6,1/25/2011,3.75,12744,Singapore
4145,548813,1,4/4/2011,1252.95,12744,Singapore
4146,571239,4,10/14/2011,5.95,12744,Singapore
4147,560360,6,7/18/2011,3.95,12744,Singapore
4148,542102,12,1/25/2011,1.25,12744,Singapore
4149,560360,12,7/18/2011,6.95,12744,Singapore
4150,548968,12,4/5/2011,4.25,12744,Singapore
4151,571239,100,10/14/2011,0.72,12744,Singapore
4152,560360,16,7/18/2011,0.42,12744,Singapore
4153,571239,1,10/14/2011,65.0,12744,Singapore
4154,571239,6,10/14/2011,2.95,12744,Singapore
4155,577039,24,11/17/2011,0.42,12539,Spain
4156,573362,12,10/30/2011,0.85,12597,Spain
4157,540550,24,1/10/2011,0.55,12539,Spain
4158,563477,1,8/16/2011,1.25,17097,Spain
4159,549682,25,4/11/2011,0.42,12596,Spain
4160,540469,2,1/7/2011,1.45,12484,Spain
4161,567340,12,9/19/2011,1.45,12540,Spain
4162,577476,12,11/20/2011,1.95,12540,Spain
4163,555726,1,6/6/2011,12.75,12540,Spain
4164,557314,12,6/19/2011,1.45,12541,Spain
4165,572065,2,10/20/2011,0.63,12556,Spain
4166,564734,2,8/28/2011,4.95,12484,Spain
4167,564734,6,8/28/2011,2.95,12484,Spain
4168,564734,6,8/28/2011,1.25,12484,Spain
4169,C574894,-1,11/7/2011,2.89,12597,Spain
4170,540550,1,1/10/2011,10.95,12539,Spain
4171,556241,10,6/9/2011,1.25,12597,Spain
4172,559173,2,7/7/2011,7.95,12540,Spain
4173,555095,4,5/31/2011,4.95,12540,Spain
4174,541491,6,1/18/2011,1.95,12510,Spain
4175,557007,6,6/16/2011,3.75,12484,Spain
4176,581193,1,12/7/2011,1.65,17097,Spain
4177,540469,6,1/7/2011,1.65,12484,Spain
4178,581193,1,12/7/2011,2.95,17097,Spain
4179,573362,18,10/30/2011,1.25,12597,Spain
4180,555095,4,5/31/2011,8.95,12540,Spain
4181,564734,25,8/28/2011,0.42,12484,Spain
4182,547387,6,3/22/2011,14.95,12539,Spain
4183,561093,12,7/25/2011,1.25,12540,Spain
4184,581193,1,12/7/2011,2.89,17097,Spain
4185,557007,12,6/16/2011,0.83,12484,Spain
4186,559665,2,7/11/2011,1.65,12556,Spain
4187,572886,12,10/26/2011,1.65,12448,Spain
4188,538525,10,12/13/2010,12.75,12540,Spain
4189,543055,12,2/3/2011,1.25,12502,Spain
4190,541491,6,1/18/2011,2.95,12510,Spain
4191,572065,5,10/20/2011,1.65,12556,Spain
4192,577606,2,11/21/2011,9.95,12462,Spain
4193,538095,2,12/9/2010,2.95,17097,Spain
4194,567653,12,9/21/2011,1.65,12550,Spain
4195,564734,6,8/28/2011,1.65,12484,Spain
4196,581193,1,12/7/2011,0.85,17097,Spain
4197,568179,3,9/25/2011,4.95,12545,Spain
4198,577039,24,11/17/2011,1.25,12539,Spain
4199,573362,12,10/30/2011,1.25,12597,Spain
4200,575144,24,11/8/2011,1.25,12540,Spain
4201,564734,1,8/28/2011,8.5,12484,Spain
4202,542303,3,1/27/2011,4.95,12539,Spain
4203,542303,12,1/27/2011,1.25,12539,Spain
4204,573362,72,10/30/2011,0.29,12597,Spain
4205,561093,12,7/25/2011,0.42,12540,Spain
4206,542905,1,2/1/2011,28.0,12540,Spain
4207,559173,6,7/7/2011,2.55,12540,Spain
4208,567653,5,9/21/2011,28.0,12550,Spain
4209,559665,2,7/11/2011,2.95,12556,Spain
4210,556241,4,6/9/2011,4.25,12597,Spain
4211,573362,12,10/30/2011,1.95,12597,Spain
4212,540550,2,1/10/2011,9.95,12539,Spain
4213,561093,18,7/25/2011,2.95,12540,Spain
4214,557007,6,6/16/2011,1.45,12484,Spain
4215,C571499,-48,10/17/2011,4.15,12454,Spain
4216,542303,6,1/27/2011,2.95,12539,Spain
4217,559135,8,7/6/2011,1.25,12455,Spain
4218,567653,12,9/21/2011,1.45,12550,Spain
4219,572065,1,10/20/2011,2.95,12556,Spain
4220,540801,12,1/11/2011,1.25,12540,Spain
4221,540550,2,1/10/2011,7.25,12539,Spain
4222,538095,1,12/9/2010,9.95,17097,Spain
4223,567340,8,9/19/2011,3.75,12540,Spain
4224,577039,12,11/17/2011,1.45,12539,Spain
4225,574838,5,11/7/2011,28.0,12484,Spain
4226,581193,2,12/7/2011,0.42,17097,Spain
4227,574550,2,11/4/2011,4.25,12484,Spain
4228,563477,1,8/16/2011,1.25,17097,Spain
4229,540550,1,1/10/2011,9.95,12539,Spain
4230,564734,3,8/28/2011,2.89,12484,Spain
4231,573362,10,10/30/2011,2.1,12597,Spain
4232,567968,6,9/23/2011,2.95,12546,Spain
4233,547972,150,3/28/2011,1.45,12557,Spain
4234,564975,6,8/31/2011,1.25,17097,Spain
4235,568179,2,9/25/2011,8.5,12545,Spain
4236,575144,12,11/8/2011,0.42,12540,Spain
4237,563477,1,8/16/2011,4.15,17097,Spain
4238,557297,8,6/19/2011,1.45,12421,Spain
4239,574550,1,11/4/2011,6.35,12484,Spain
4240,557007,12,6/16/2011,1.65,12484,Spain
4241,555726,12,6/6/2011,1.25,12540,Spain
4242,561669,128,7/28/2011,0.72,12507,Spain
4243,558871,32,7/4/2011,1.69,12557,Spain
4244,557007,10,6/16/2011,0.85,12484,Spain
4245,555470,10,6/3/2011,2.08,12455,Spain
4246,550911,1,4/21/2011,16.95,12354,Spain
4247,560607,3,7/20/2011,28.0,12510,Spain
4248,542303,1,1/27/2011,10.95,12539,Spain
4249,573362,4,10/30/2011,4.15,12597,Spain
4250,551868,24,5/4/2011,0.55,12540,Spain
4251,540801,48,1/11/2011,0.29,12540,Spain
4252,557007,4,6/16/2011,1.65,12484,Spain
4253,542303,1,1/27/2011,9.95,12539,Spain
4254,575514,12,11/10/2011,0.85,12541,Spain
4255,540801,24,1/11/2011,0.55,12540,Spain
4256,561093,24,7/25/2011,0.55,12540,Spain
4257,557314,16,6/19/2011,1.69,12541,Spain
4258,559173,2,7/7/2011,6.75,12540,Spain
4259,541491,12,1/18/2011,1.65,12510,Spain
4260,562273,1,8/4/2011,12.75,12502,Spain
4261,568554,1,9/27/2011,28.0,12455,Spain
4262,555726,2,6/6/2011,6.35,12540,Spain
4263,545585,24,3/4/2011,0.55,12541,Spain
4264,550911,32,4/21/2011,0.85,12354,Spain
4265,547790,12,3/25/2011,1.25,12545,Spain
4266,575707,2,11/10/2011,7.95,12538,Spain
4267,C581148,-4,12/7/2011,2.89,12462,Spain
4268,547387,12,3/22/2011,2.95,12539,Spain
4269,540469,3,1/7/2011,2.1,12484,Spain
4270,580955,12,12/6/2011,0.85,12442,Spain
4271,563477,2,8/16/2011,2.95,17097,Spain
4272,540550,6,1/10/2011,2.1,12539,Spain
4273,581193,2,12/7/2011,1.25,17097,Spain
4274,569998,4,10/7/2011,3.75,12540,Spain
4275,562273,10,8/4/2011,0.42,12502,Spain
4276,540550,12,1/10/2011,1.65,12539,Spain
4277,577039,10,11/17/2011,2.08,12539,Spain
4278,564734,5,8/28/2011,0.65,12484,Spain
4279,577476,12,11/20/2011,0.65,12540,Spain
4280,540469,3,1/7/2011,1.25,12484,Spain
4281,573362,24,10/30/2011,0.19,12597,Spain
4282,562273,2,8/4/2011,12.75,12502,Spain
4283,567340,12,9/19/2011,1.45,12540,Spain
4284,540469,2,1/7/2011,1.45,12484,Spain
4285,573362,24,10/30/2011,0.39,12597,Spain
4286,558108,1,6/26/2011,28.0,12548,Spain
4287,557303,12,6/19/2011,0.83,12450,Spain
4288,546755,6,3/16/2011,2.55,12502,Spain
4289,546755,2,3/16/2011,7.95,12502,Spain
4290,567340,24,9/19/2011,0.55,12540,Spain
4291,547703,8,3/24/2011,3.75,12540,Spain
4292,565519,10,9/5/2011,1.65,12502,Spain
4293,572442,10,10/24/2011,0.79,12546,Spain
4294,550911,8,4/21/2011,1.25,12354,Spain
4295,542303,12,1/27/2011,1.25,12539,Spain
4296,550911,8,4/21/2011,1.25,12354,Spain
4297,547790,12,3/25/2011,0.85,12545,Spain
4298,564734,48,8/28/2011,0.29,12484,Spain
4299,546755,2,3/16/2011,7.95,12502,Spain
4300,577039,12,11/17/2011,1.45,12539,Spain
4301,550911,2,4/21/2011,8.25,12354,Spain
4302,540550,12,1/10/2011,1.45,12539,Spain
4303,546755,12,3/16/2011,1.65,12502,Spain
4304,578339,12,11/24/2011,1.25,12421,Spain
4305,564734,16,8/28/2011,0.42,12484,Spain
4306,555095,8,5/31/2011,9.95,12540,Spain
4307,567968,12,9/23/2011,1.45,12546,Spain
4308,540550,6,1/10/2011,2.95,12539,Spain
4309,561093,12,7/25/2011,1.25,12540,Spain
4310,564734,3,8/28/2011,0.83,12484,Spain
4311,562273,6,8/4/2011,2.95,12502,Spain
4312,546755,12,3/16/2011,1.25,12502,Spain
4313,540550,3,1/10/2011,4.95,12539,Spain
4314,571665,24,10/18/2011,0.29,12540,Spain
4315,555726,1,6/6/2011,12.75,12540,Spain
4316,565519,3,9/5/2011,4.95,12502,Spain
4317,569998,6,10/7/2011,2.95,12540,Spain
4318,551868,24,5/4/2011,1.65,12540,Spain
4319,559665,1,7/11/2011,0.85,12556,Spain
4320,581193,2,12/7/2011,1.25,17097,Spain
4321,540550,6,1/10/2011,2.95,12539,Spain
4322,540469,4,1/7/2011,1.45,12484,Spain
4323,572442,4,10/24/2011,3.75,12546,Spain
4324,572065,3,10/20/2011,0.85,12556,Spain
4325,542905,25,2/1/2011,0.42,12540,Spain
4326,581193,2,12/7/2011,1.95,17097,Spain
4327,577039,6,11/17/2011,2.89,12539,Spain
4328,557007,2,6/16/2011,8.25,12484,Spain
4329,565519,3,9/5/2011,5.95,12502,Spain
4330,568001,24,9/23/2011,0.85,12540,Spain
4331,546760,3,3/16/2011,28.0,12597,Spain
4332,546755,1,3/16/2011,10.75,12502,Spain
4333,546755,8,3/16/2011,2.1,12502,Spain
4334,571665,24,10/18/2011,0.79,12540,Spain
4335,543822,48,2/14/2011,0.42,12507,Spain
4336,551868,12,5/4/2011,1.45,12540,Spain
4337,556241,12,6/9/2011,1.65,12597,Spain
4338,559173,4,7/7/2011,4.95,12540,Spain
4339,561890,24,7/31/2011,1.25,12697,Sweden
4340,540040,24,1/4/2011,0.42,12483,Sweden
4341,540040,5,1/4/2011,40.0,12483,Sweden
4342,561890,12,7/31/2011,1.65,12697,Sweden
4343,550277,12,4/15/2011,2.1,12639,Sweden
4344,559145,6,7/6/2011,2.08,17404,Sweden
4345,574690,24,11/6/2011,0.65,12638,Sweden
4346,559145,96,7/6/2011,1.65,17404,Sweden
4347,578089,36,11/22/2011,2.1,12483,Sweden
4348,546530,8,3/14/2011,2.25,17404,Sweden
4349,578089,48,11/22/2011,1.79,12483,Sweden
4350,574690,24,11/6/2011,0.42,12638,Sweden
4351,546530,8,3/14/2011,2.25,17404,Sweden
4352,576083,96,11/14/2011,2.89,17404,Sweden
4353,564539,5,8/25/2011,2.1,12715,Sweden
4354,573333,4,10/30/2011,3.75,12483,Sweden
4355,542911,21,2/1/2011,5.45,12676,Sweden
4356,546530,192,3/14/2011,0.42,17404,Sweden
4357,552957,12,5/12/2011,1.65,17404,Sweden
4358,C538847,-240,12/14/2010,4.95,17404,Sweden
4359,574690,5,11/6/2011,4.95,12638,Sweden
4360,546530,240,3/14/2011,0.55,17404,Sweden
4361,564539,5,8/25/2011,2.1,12715,Sweden
4362,571318,192,10/17/2011,1.45,17404,Sweden
4363,C575081,-5,11/8/2011,3.75,12483,Sweden
4364,574690,6,11/6/2011,2.55,12638,Sweden
4365,556194,15,6/9/2011,2.1,12483,Sweden
4366,556194,24,6/9/2011,0.85,12483,Sweden
4367,539338,288,12/17/2010,0.85,17404,Sweden
4368,539338,288,12/17/2010,1.45,17404,Sweden
4369,575736,72,11/11/2011,0.39,12697,Sweden
4370,576519,16,11/15/2011,1.65,12676,Sweden
4371,542911,24,2/1/2011,1.25,12676,Sweden
4372,561902,2,7/31/2011,6.95,17404,Sweden
4373,564539,10,8/25/2011,2.08,12715,Sweden
4374,566494,128,9/13/2011,0.83,17404,Sweden
4375,542428,144,1/28/2011,0.42,17404,Sweden
4376,546530,576,3/14/2011,0.65,17404,Sweden
4377,C575081,-1,11/8/2011,2.1,12483,Sweden
4378,546530,96,3/14/2011,1.65,17404,Sweden
4379,566494,144,9/13/2011,1.45,17404,Sweden
4380,576519,12,11/15/2011,1.65,12676,Sweden
4381,559145,144,7/6/2011,1.45,17404,Sweden
4382,556194,9,6/9/2011,4.95,12483,Sweden
4383,557939,6,6/23/2011,4.15,12697,Sweden
4384,542911,24,2/1/2011,1.25,12676,Sweden
4385,552957,144,5/12/2011,1.45,17404,Sweden
4386,546530,96,3/14/2011,1.65,17404,Sweden
4387,550277,4,4/15/2011,3.75,12639,Sweden
4388,551278,20,4/27/2011,1.65,12483,Sweden
4389,578089,12,11/22/2011,1.65,12483,Sweden
4390,C546162,-144,3/10/2011,1.25,17404,Sweden
4391,576519,8,11/15/2011,1.65,12676,Sweden
4392,557939,6,6/23/2011,2.55,12697,Sweden
4393,550277,3,4/15/2011,40.0,12639,Sweden
4394,561890,24,7/31/2011,0.83,12697,Sweden
4395,573333,16,10/30/2011,3.75,12483,Sweden
4396,540040,48,1/4/2011,1.65,12483,Sweden
4397,564539,12,8/25/2011,1.45,12715,Sweden
4398,574690,5,11/6/2011,2.1,12638,Sweden
4399,574690,24,11/6/2011,0.55,12638,Sweden
4400,551278,8,4/27/2011,4.15,12483,Sweden
4401,539338,192,12/17/2010,0.42,17404,Sweden
4402,574690,24,11/6/2011,0.29,12638,Sweden
4403,539338,12,12/17/2010,1.25,17404,Sweden
4404,571318,72,10/17/2011,0.83,17404,Sweden
4405,571318,72,10/17/2011,0.85,17404,Sweden
4406,539338,144,12/17/2010,1.25,17404,Sweden
4407,565287,5,9/2/2011,2.1,12483,Sweden
4408,565287,12,9/2/2011,2.1,12483,Sweden
4409,542428,72,1/28/2011,1.25,17404,Sweden
4410,557939,6,6/23/2011,2.55,12697,Sweden
4411,564539,10,8/25/2011,1.65,12715,Sweden
4412,565287,24,9/2/2011,0.85,12483,Sweden
4413,550277,1,4/15/2011,14.95,12639,Sweden
4414,552957,120,5/12/2011,2.08,17404,Sweden
4415,574690,8,11/6/2011,3.75,12638,Sweden
4416,539338,24,12/17/2010,4.95,17404,Sweden
4417,573333,4,10/30/2011,4.15,12483,Sweden
4418,562285,720,8/4/2011,0.72,17404,Sweden
4419,556194,2,6/9/2011,18.0,12483,Sweden
4420,542428,72,1/28/2011,4.95,17404,Sweden
4421,565287,20,9/2/2011,0.85,12483,Sweden
4422,546530,8,3/14/2011,2.25,17404,Sweden
4423,575736,12,11/11/2011,1.65,12697,Sweden
4424,574690,18,11/6/2011,0.79,12638,Sweden
4425,551278,6,4/27/2011,2.55,12483,Sweden
4426,565287,12,9/2/2011,2.95,12483,Sweden
4427,539338,3,12/17/2010,4.95,17404,Sweden
4428,571318,144,10/17/2011,1.25,17404,Sweden
4429,542428,144,1/28/2011,1.25,17404,Sweden
4430,555403,24,6/2/2011,1.25,12676,Sweden
4431,571318,480,10/17/2011,0.42,17404,Sweden
4432,574690,8,11/6/2011,1.95,12638,Sweden
4433,563443,4,8/16/2011,4.25,12641,Sweden
4434,542428,72,1/28/2011,1.25,17404,Sweden
4435,557939,12,6/23/2011,1.25,12697,Sweden
4436,556194,6,6/9/2011,2.95,12483,Sweden
4437,539338,6,12/17/2010,2.95,17404,Sweden
4438,539338,192,12/17/2010,0.65,17404,Sweden
4439,542911,25,2/1/2011,0.42,12676,Sweden
4440,574690,4,11/6/2011,40.0,12638,Sweden
4441,546530,480,3/14/2011,0.55,17404,Sweden
4442,540040,12,1/4/2011,2.95,12483,Sweden
4443,546530,240,3/14/2011,0.55,17404,Sweden
4444,566494,240,9/13/2011,0.55,17404,Sweden
4445,576083,25,11/14/2011,0.42,17404,Sweden
4446,557939,12,6/23/2011,1.95,12697,Sweden
4447,550277,6,4/15/2011,2.55,12639,Sweden
4448,546530,12,3/14/2011,0.75,17404,Sweden
4449,561902,128,7/31/2011,1.25,17404,Sweden
4450,576083,128,11/14/2011,0.83,17404,Sweden
4451,561902,240,7/31/2011,1.65,17404,Sweden
4452,C577363,-3,11/18/2011,2.89,12697,Sweden
4453,561902,48,7/31/2011,2.08,17404,Sweden
4454,561890,2,7/31/2011,40.0,12697,Sweden
4455,547645,24,3/24/2011,1.45,12676,Sweden
4456,565287,12,9/2/2011,0.85,12483,Sweden
4457,539338,240,12/17/2010,0.55,17404,Sweden
4458,550277,4,4/15/2011,4.15,12639,Sweden
4459,542428,144,1/28/2011,1.25,17404,Sweden
4460,565287,6,9/2/2011,2.95,12483,Sweden
4461,561890,24,7/31/2011,0.83,12697,Sweden
4462,574690,24,11/6/2011,0.42,12638,Sweden
4463,564539,2,8/25/2011,40.0,12715,Sweden
4464,539338,12,12/17/2010,1.25,17404,Sweden
4465,575736,6,11/11/2011,2.55,12697,Sweden
4466,542911,18,2/1/2011,2.95,12676,Sweden
4467,569018,20,9/30/2011,0.42,12676,Sweden
4468,539338,240,12/17/2010,0.55,17404,Sweden
4469,552957,24,5/12/2011,4.25,17404,Sweden
4470,542428,36,1/28/2011,1.25,17404,Sweden
4471,550277,12,4/15/2011,1.25,12639,Sweden
4472,571191,1,10/14/2011,15.0,17404,Sweden
4473,561890,32,7/31/2011,1.65,12697,Sweden
4474,540040,24,1/4/2011,0.42,12483,Sweden
4475,552957,120,5/12/2011,2.08,17404,Sweden
4476,561902,144,7/31/2011,1.45,17404,Sweden
4477,539338,120,12/17/2010,0.42,17404,Sweden
4478,539338,240,12/17/2010,0.55,17404,Sweden
4479,575736,3,11/11/2011,4.95,12697,Sweden
4480,547645,24,3/24/2011,0.55,12676,Sweden
4481,561902,48,7/31/2011,2.08,17404,Sweden
4482,575736,1,11/11/2011,40.0,12697,Sweden
4483,550277,10,4/15/2011,1.65,12639,Sweden
4484,550277,6,4/15/2011,4.25,12639,Sweden
4485,571318,96,10/17/2011,1.45,17404,Sweden
4486,575736,3,11/11/2011,4.95,12697,Sweden
4487,561902,96,7/31/2011,4.95,17404,Sweden
4488,571318,96,10/17/2011,1.65,17404,Sweden
4489,571318,240,10/17/2011,0.42,17404,Sweden
4490,574690,24,11/6/2011,0.39,12638,Sweden
4491,573333,24,10/30/2011,1.79,12483,Sweden
4492,557939,2,6/23/2011,40.0,12697,Sweden
4493,576083,256,11/14/2011,0.83,17404,Sweden
4494,551278,8,4/27/2011,4.15,12483,Sweden
